actors,director,movie_name
Ben Burtt,Andrew Stanton,WALL·E
Elissa Knight,Andrew Stanton,WALL·E
Jeff Garlin,Andrew Stanton,WALL·E
Fred Willard,Andrew Stanton,WALL·E
MacInTalk,Andrew Stanton,WALL·E
John Ratzenberger,Andrew Stanton,WALL·E
Kathy Najimy,Andrew Stanton,WALL·E
Sigourney Weaver,Andrew Stanton,WALL·E
Karleen Griffin,Andrew Stanton,WALL·E
Kim Kopf,Andrew Stanton,WALL·E
Niki McElroy,Andrew Stanton,WALL·E
Garrett Palmer,Andrew Stanton,WALL·E
Jessica Skelton,Andrew Stanton,WALL·E
Kai Steel Smith,Andrew Stanton,WALL·E
Michael Toy,Andrew Stanton,WALL·E
Michael Toy,Andrew Stanton,WALL·E
Ulrich Mühe,Florian Henckel von Donnersmarck,The Lives of Others
Martina Gedeck,Florian Henckel von Donnersmarck,The Lives of Others
Sebastian Koch,Florian Henckel von Donnersmarck,The Lives of Others
Ulrich Tukur,Florian Henckel von Donnersmarck,The Lives of Others
Thomas Thieme,Florian Henckel von Donnersmarck,The Lives of Others
Hans-Uwe Bauer,Florian Henckel von Donnersmarck,The Lives of Others
Volkmar Kleinert,Florian Henckel von Donnersmarck,The Lives of Others
Matthias Brenner,Florian Henckel von Donnersmarck,The Lives of Others
Charly Hübner,Florian Henckel von Donnersmarck,The Lives of Others
Herbert Knaup,Florian Henckel von Donnersmarck,The Lives of Others
Bastian Trost,Florian Henckel von Donnersmarck,The Lives of Others
Marie Gruber,Florian Henckel von Donnersmarck,The Lives of Others
Volker Michalowski,Florian Henckel von Donnersmarck,The Lives of Others
Werner Daehn,Florian Henckel von Donnersmarck,The Lives of Others
Martin Brambach,Florian Henckel von Donnersmarck,The Lives of Others
Hubertus Hartmann,Florian Henckel von Donnersmarck,The Lives of Others
Thomas Arnold,Florian Henckel von Donnersmarck,The Lives of Others
Hinnerk Schönemann,Florian Henckel von Donnersmarck,The Lives of Others
Hinnerk Schönemann,Florian Henckel von Donnersmarck,The Lives of Others
William Holden,Billy Wilder,Sunset Blvd.
Gloria Swanson,Billy Wilder,Sunset Blvd.
Erich von Stroheim,Billy Wilder,Sunset Blvd.
Nancy Olson,Billy Wilder,Sunset Blvd.
Fred Clark,Billy Wilder,Sunset Blvd.
Lloyd Gough,Billy Wilder,Sunset Blvd.
Jack Webb,Billy Wilder,Sunset Blvd.
Franklyn Farnum,Billy Wilder,Sunset Blvd.
Larry J. Blake,Billy Wilder,Sunset Blvd.
Charles Dayton,Billy Wilder,Sunset Blvd.
Cecil B. DeMille,Billy Wilder,Sunset Blvd.
Hedda Hopper,Billy Wilder,Sunset Blvd.
Buster Keaton,Billy Wilder,Sunset Blvd.
Anna Q. Nilsson,Billy Wilder,Sunset Blvd.
H.B. Warner,Billy Wilder,Sunset Blvd.
Ray Evans,Billy Wilder,Sunset Blvd.
Jay Livingston,Billy Wilder,Sunset Blvd.
Fred Aldrich,Billy Wilder,Sunset Blvd.
Fred Aldrich,Billy Wilder,Sunset Blvd.
Kirk Douglas,Stanley Kubrick,Paths of Glory
Ralph Meeker,Stanley Kubrick,Paths of Glory
Adolphe Menjou,Stanley Kubrick,Paths of Glory
George Macready,Stanley Kubrick,Paths of Glory
Wayne Morris,Stanley Kubrick,Paths of Glory
Richard Anderson,Stanley Kubrick,Paths of Glory
Joe Turkel,Stanley Kubrick,Paths of Glory
Christiane Kubrick,Stanley Kubrick,Paths of Glory
Jerry Hausner,Stanley Kubrick,Paths of Glory
Peter Capell,Stanley Kubrick,Paths of Glory
Emile Meyer,Stanley Kubrick,Paths of Glory
Bert Freed,Stanley Kubrick,Paths of Glory
Kem Dibbs,Stanley Kubrick,Paths of Glory
Timothy Carey,Stanley Kubrick,Paths of Glory
Fred Bell,Stanley Kubrick,Paths of Glory
John Stein,Stanley Kubrick,Paths of Glory
Harold Benedict,Stanley Kubrick,Paths of Glory
Leon Briggs,Stanley Kubrick,Paths of Glory
Leon Briggs,Stanley Kubrick,Paths of Glory
Jack Nicholson,Stanley Kubrick,The Shining
Shelley Duvall,Stanley Kubrick,The Shining
Danny Lloyd,Stanley Kubrick,The Shining
Scatman Crothers,Stanley Kubrick,The Shining
Barry Nelson,Stanley Kubrick,The Shining
Philip Stone,Stanley Kubrick,The Shining
Joe Turkel,Stanley Kubrick,The Shining
Anne Jackson,Stanley Kubrick,The Shining
Tony Burton,Stanley Kubrick,The Shining
Lia Beldam,Stanley Kubrick,The Shining
Billie Gibson,Stanley Kubrick,The Shining
Barry Dennen,Stanley Kubrick,The Shining
David Baxt,Stanley Kubrick,The Shining
Manning Redwood,Stanley Kubrick,The Shining
Lisa Burns,Stanley Kubrick,The Shining
Louise Burns,Stanley Kubrick,The Shining
Robin Pappas,Stanley Kubrick,The Shining
Alison Coleridge,Stanley Kubrick,The Shining
Alison Coleridge,Stanley Kubrick,The Shining
Charles Chaplin,Charles Chaplin,The Great Dictator
Paulette Goddard,Charles Chaplin,The Great Dictator
Jack Oakie,Charles Chaplin,The Great Dictator
Reginald Gardiner,Charles Chaplin,The Great Dictator
Henry Daniell,Charles Chaplin,The Great Dictator
Billy Gilbert,Charles Chaplin,The Great Dictator
Grace Hayle,Charles Chaplin,The Great Dictator
Carter DeHaven,Charles Chaplin,The Great Dictator
Maurice Moscovitch,Charles Chaplin,The Great Dictator
Emma Dunn,Charles Chaplin,The Great Dictator
Bernard Gorcey,Charles Chaplin,The Great Dictator
Paul Weigel,Charles Chaplin,The Great Dictator
Chester Conklin,Charles Chaplin,The Great Dictator
Esther Michelson,Charles Chaplin,The Great Dictator
Hank Mann,Charles Chaplin,The Great Dictator
Florence Wright,Charles Chaplin,The Great Dictator
Eddie Gribbon,Charles Chaplin,The Great Dictator
Rudolph Anders,Charles Chaplin,The Great Dictator
Rudolph Anders,Charles Chaplin,The Great Dictator
Robert Downey Jr.,Anthony Russo,Avengers: Infinity War
Chris Hemsworth,Anthony Russo,Avengers: Infinity War
Mark Ruffalo,Anthony Russo,Avengers: Infinity War
Chris Evans,Anthony Russo,Avengers: Infinity War
Scarlett Johansson,Anthony Russo,Avengers: Infinity War
Don Cheadle,Anthony Russo,Avengers: Infinity War
Benedict Cumberbatch,Anthony Russo,Avengers: Infinity War
Tom Holland,Anthony Russo,Avengers: Infinity War
Chadwick Boseman,Anthony Russo,Avengers: Infinity War
Zoe Saldana,Anthony Russo,Avengers: Infinity War
Karen Gillan,Anthony Russo,Avengers: Infinity War
Tom Hiddleston,Anthony Russo,Avengers: Infinity War
Paul Bettany,Anthony Russo,Avengers: Infinity War
Elizabeth Olsen,Anthony Russo,Avengers: Infinity War
Anthony Mackie,Anthony Russo,Avengers: Infinity War
Sebastian Stan,Anthony Russo,Avengers: Infinity War
Idris Elba,Anthony Russo,Avengers: Infinity War
Danai Gurira,Anthony Russo,Avengers: Infinity War
Danai Gurira,Anthony Russo,Avengers: Infinity War
Tyrone Power,Billy Wilder,Witness for the Prosecution
Marlene Dietrich,Billy Wilder,Witness for the Prosecution
Charles Laughton,Billy Wilder,Witness for the Prosecution
Elsa Lanchester,Billy Wilder,Witness for the Prosecution
John Williams,Billy Wilder,Witness for the Prosecution
Henry Daniell,Billy Wilder,Witness for the Prosecution
Ian Wolfe,Billy Wilder,Witness for the Prosecution
Torin Thatcher,Billy Wilder,Witness for the Prosecution
Norma Varden,Billy Wilder,Witness for the Prosecution
Una O'Connor,Billy Wilder,Witness for the Prosecution
Francis Compton,Billy Wilder,Witness for the Prosecution
Philip Tonge,Billy Wilder,Witness for the Prosecution
Ruta Lee,Billy Wilder,Witness for the Prosecution
Patrick Aherne,Billy Wilder,Witness for the Prosecution
Don Ames,Billy Wilder,Witness for the Prosecution
Walter Bacon,Billy Wilder,Witness for the Prosecution
Eddie Baker,Billy Wilder,Witness for the Prosecution
Benjie Bancroft,Billy Wilder,Witness for the Prosecution
Benjie Bancroft,Billy Wilder,Witness for the Prosecution
Sigourney Weaver,James Cameron,Aliens
Michael Biehn,James Cameron,Aliens
Carrie Henn,James Cameron,Aliens
Paul Reiser,James Cameron,Aliens
Lance Henriksen,James Cameron,Aliens
Bill Paxton,James Cameron,Aliens
William Hope,James Cameron,Aliens
Jenette Goldstein,James Cameron,Aliens
Al Matthews,James Cameron,Aliens
Mark Rolston,James Cameron,Aliens
Ricco Ross,James Cameron,Aliens
Colette Hiller,James Cameron,Aliens
Daniel Kash,James Cameron,Aliens
Cynthia Dale Scott,James Cameron,Aliens
Tip Tipping,James Cameron,Aliens
Trevor Steedman,James Cameron,Aliens
Paul Maxwell,James Cameron,Aliens
Valerie Colgan,James Cameron,Aliens
Valerie Colgan,James Cameron,Aliens
Shameik Moore,Bob Persichetti,Spider-Man: Into the Spider-Verse
Jake Johnson,Bob Persichetti,Spider-Man: Into the Spider-Verse
Hailee Steinfeld,Bob Persichetti,Spider-Man: Into the Spider-Verse
Mahershala Ali,Bob Persichetti,Spider-Man: Into the Spider-Verse
Brian Tyree Henry,Bob Persichetti,Spider-Man: Into the Spider-Verse
Lily Tomlin,Bob Persichetti,Spider-Man: Into the Spider-Verse
Luna Lauren Velez,Bob Persichetti,Spider-Man: Into the Spider-Verse
Zoë Kravitz,Bob Persichetti,Spider-Man: Into the Spider-Verse
John Mulaney,Bob Persichetti,Spider-Man: Into the Spider-Verse
Kimiko Glenn,Bob Persichetti,Spider-Man: Into the Spider-Verse
Nicolas Cage,Bob Persichetti,Spider-Man: Into the Spider-Verse
Kathryn Hahn,Bob Persichetti,Spider-Man: Into the Spider-Verse
Liev Schreiber,Bob Persichetti,Spider-Man: Into the Spider-Verse
Chris Pine,Bob Persichetti,Spider-Man: Into the Spider-Verse
Natalie Morales,Bob Persichetti,Spider-Man: Into the Spider-Verse
Edwin R. Habacon,Bob Persichetti,Spider-Man: Into the Spider-Verse
Oscar Isaac,Bob Persichetti,Spider-Man: Into the Spider-Verse
Greta Lee,Bob Persichetti,Spider-Man: Into the Spider-Verse
Greta Lee,Bob Persichetti,Spider-Man: Into the Spider-Verse
Kevin Spacey,Sam Mendes,American Beauty
Annette Bening,Sam Mendes,American Beauty
Thora Birch,Sam Mendes,American Beauty
Wes Bentley,Sam Mendes,American Beauty
Mena Suvari,Sam Mendes,American Beauty
Peter Gallagher,Sam Mendes,American Beauty
Allison Janney,Sam Mendes,American Beauty
Chris Cooper,Sam Mendes,American Beauty
Scott Bakula,Sam Mendes,American Beauty
Sam Robards,Sam Mendes,American Beauty
Barry Del Sherman,Sam Mendes,American Beauty
Ara Celi,Sam Mendes,American Beauty
John Cho,Sam Mendes,American Beauty
Fort Atkinson,Sam Mendes,American Beauty
Sue Casey,Sam Mendes,American Beauty
Kent Faulcon,Sam Mendes,American Beauty
Brenda Wehle,Sam Mendes,American Beauty
Lisa Cloud,Sam Mendes,American Beauty
Lisa Cloud,Sam Mendes,American Beauty
Peter Sellers,Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
George C. Scott,Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Sterling Hayden,Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Keenan Wynn,Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Slim Pickens,Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Peter Bull,Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
James Earl Jones,Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Tracy Reed,Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Jack Creley,Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Frank Berry,Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Robert O'Neil,Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Glenn Beck,Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Roy Stephens,Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Shane Rimmer,Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Hal Galili,Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Paul Tamarin,Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Laurence Herder,Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Gordon Tanner,Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Gordon Tanner,Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Christian Bale,Christopher Nolan,The Dark Knight Rises
Tom Hardy,Christopher Nolan,The Dark Knight Rises
Anne Hathaway,Christopher Nolan,The Dark Knight Rises
Gary Oldman,Christopher Nolan,The Dark Knight Rises
Joseph Gordon-Levitt,Christopher Nolan,The Dark Knight Rises
Marion Cotillard,Christopher Nolan,The Dark Knight Rises
Morgan Freeman,Christopher Nolan,The Dark Knight Rises
Michael Caine,Christopher Nolan,The Dark Knight Rises
Matthew Modine,Christopher Nolan,The Dark Knight Rises
Alon Aboutboul,Christopher Nolan,The Dark Knight Rises
Ben Mendelsohn,Christopher Nolan,The Dark Knight Rises
Burn Gorman,Christopher Nolan,The Dark Knight Rises
Daniel Sunjata,Christopher Nolan,The Dark Knight Rises
Aidan Gillen,Christopher Nolan,The Dark Knight Rises
Sam Kennard,Christopher Nolan,The Dark Knight Rises
Aliash Tepina,Christopher Nolan,The Dark Knight Rises
Nestor Carbonell,Christopher Nolan,The Dark Knight Rises
Brett Cullen,Christopher Nolan,The Dark Knight Rises
Brett Cullen,Christopher Nolan,The Dark Knight Rises
Choi Min-sik,Park Chan-wook,Oldboy
Yoo Ji-tae,Park Chan-wook,Oldboy
Kang Hye-jeong,Park Chan-wook,Oldboy
Kim Byeong-Ok,Park Chan-wook,Oldboy
Dae-han Ji,Park Chan-wook,Oldboy
Dal-su Oh,Park Chan-wook,Oldboy
Seung-shin Lee,Park Chan-wook,Oldboy
Jin-Seo Yoon,Park Chan-wook,Oldboy
Tae-kyung Oh,Park Chan-wook,Oldboy
Yoo Yeon-Seok,Park Chan-wook,Oldboy
Il-han Oo,Park Chan-wook,Oldboy
Young-hee Lee,Park Chan-wook,Oldboy
Young-ae Kim,Park Chan-wook,Oldboy
Mi Mi Lee,Park Chan-wook,Oldboy
Jae-Duk Han,Park Chan-wook,Oldboy
Jung Ae Kwak,Park Chan-wook,Oldboy
San Kim,Park Chan-wook,Oldboy
Chae-soo Jang,Park Chan-wook,Oldboy
Chae-soo Jang,Park Chan-wook,Oldboy
Brad Pitt,Quentin Tarantino,Inglourious Basterds
Diane Kruger,Quentin Tarantino,Inglourious Basterds
Eli Roth,Quentin Tarantino,Inglourious Basterds
Mélanie Laurent,Quentin Tarantino,Inglourious Basterds
Christoph Waltz,Quentin Tarantino,Inglourious Basterds
Michael Fassbender,Quentin Tarantino,Inglourious Basterds
Daniel Brühl,Quentin Tarantino,Inglourious Basterds
Til Schweiger,Quentin Tarantino,Inglourious Basterds
Gedeon Burkhard,Quentin Tarantino,Inglourious Basterds
Jacky Ido,Quentin Tarantino,Inglourious Basterds
B.J. Novak,Quentin Tarantino,Inglourious Basterds
Omar Doom,Quentin Tarantino,Inglourious Basterds
August Diehl,Quentin Tarantino,Inglourious Basterds
Denis Ménochet,Quentin Tarantino,Inglourious Basterds
Sylvester Groth,Quentin Tarantino,Inglourious Basterds
Martin Wuttke,Quentin Tarantino,Inglourious Basterds
Mike Myers,Quentin Tarantino,Inglourious Basterds
Julie Dreyfus,Quentin Tarantino,Inglourious Basterds
Julie Dreyfus,Quentin Tarantino,Inglourious Basterds
F. Murray Abraham,Milos Forman,Amadeus
Tom Hulce,Milos Forman,Amadeus
Elizabeth Berridge,Milos Forman,Amadeus
Roy Dotrice,Milos Forman,Amadeus
Simon Callow,Milos Forman,Amadeus
Christine Ebersole,Milos Forman,Amadeus
Jeffrey Jones,Milos Forman,Amadeus
Charles Kay,Milos Forman,Amadeus
Kenneth McMillan,Milos Forman,Amadeus
Kenny Baker,Milos Forman,Amadeus
Lisbeth Bartlett,Milos Forman,Amadeus
Barbara Bryne,Milos Forman,Amadeus
Martin Cavina,Milos Forman,Amadeus
Roderick Cook,Milos Forman,Amadeus
Milan Demjanenko,Milos Forman,Amadeus
Peter DiGesu,Milos Forman,Amadeus
Richard Frank,Milos Forman,Amadeus
Patrick Hines,Milos Forman,Amadeus
Patrick Hines,Milos Forman,Amadeus
Anthony Gonzalez,Lee Unkrich,Coco
Gael García Bernal,Lee Unkrich,Coco
Benjamin Bratt,Lee Unkrich,Coco
Alanna Ubach,Lee Unkrich,Coco
Renee Victor,Lee Unkrich,Coco
Jaime Camil,Lee Unkrich,Coco
Alfonso Arau,Lee Unkrich,Coco
Herbert Siguenza,Lee Unkrich,Coco
Gabriel Iglesias,Lee Unkrich,Coco
Lombardo Boyar,Lee Unkrich,Coco
Ana Ofelia Murguía,Lee Unkrich,Coco
Natalia Cordova-Buckley,Lee Unkrich,Coco
Selene Luna,Lee Unkrich,Coco
Edward James Olmos,Lee Unkrich,Coco
Sofía Espinosa,Lee Unkrich,Coco
Carla Medina,Lee Unkrich,Coco
Dyana Ortelli,Lee Unkrich,Coco
Luis Valdez,Lee Unkrich,Coco
Luis Valdez,Lee Unkrich,Coco
Tom Hanks,John Lasseter,Toy Story
Tim Allen,John Lasseter,Toy Story
Don Rickles,John Lasseter,Toy Story
Jim Varney,John Lasseter,Toy Story
Wallace Shawn,John Lasseter,Toy Story
John Ratzenberger,John Lasseter,Toy Story
Annie Potts,John Lasseter,Toy Story
John Morris,John Lasseter,Toy Story
Erik von Detten,John Lasseter,Toy Story
Laurie Metcalf,John Lasseter,Toy Story
R. Lee Ermey,John Lasseter,Toy Story
Sarah Rayne,John Lasseter,Toy Story
Penn Jillette,John Lasseter,Toy Story
Jack Angel,John Lasseter,Toy Story
Spencer Aste,John Lasseter,Toy Story
Greg Berg,John Lasseter,Toy Story
Lisa Bradley,John Lasseter,Toy Story
Kendall Cunningham,John Lasseter,Toy Story
Kendall Cunningham,John Lasseter,Toy Story
Joaquin Phoenix,Todd Phillips,Joker
Robert De Niro,Todd Phillips,Joker
Zazie Beetz,Todd Phillips,Joker
Frances Conroy,Todd Phillips,Joker
Brett Cullen,Todd Phillips,Joker
Shea Whigham,Todd Phillips,Joker
Bill Camp,Todd Phillips,Joker
Glenn Fleshler,Todd Phillips,Joker
Leigh Gill,Todd Phillips,Joker
Josh Pais,Todd Phillips,Joker
Rocco Luna,Todd Phillips,Joker
Marc Maron,Todd Phillips,Joker
Sondra James,Todd Phillips,Joker
Murphy Guyer,Todd Phillips,Joker
Douglas Hodge,Todd Phillips,Joker
Dante Pereira-Olson,Todd Phillips,Joker
Carrie Louise Putrello,Todd Phillips,Joker
Sharon Washington,Todd Phillips,Joker
Sharon Washington,Todd Phillips,Joker
Mel Gibson,Mel Gibson,Braveheart
Sophie Marceau,Mel Gibson,Braveheart
Patrick McGoohan,Mel Gibson,Braveheart
Angus Macfadyen,Mel Gibson,Braveheart
James Robinson,Mel Gibson,Braveheart
Sean Lawlor,Mel Gibson,Braveheart
Sandy Nelson,Mel Gibson,Braveheart
James Cosmo,Mel Gibson,Braveheart
Sean McGinley,Mel Gibson,Braveheart
Alan Tall,Mel Gibson,Braveheart
Andrew Weir,Mel Gibson,Braveheart
Gerda Stevenson,Mel Gibson,Braveheart
Ralph Riach,Mel Gibson,Braveheart
Mhairi Calvey,Mel Gibson,Braveheart
Brian Cox,Mel Gibson,Braveheart
Peter Hanly,Mel Gibson,Braveheart
Stephen Billington,Mel Gibson,Braveheart
Barry McGovern,Mel Gibson,Braveheart
Barry McGovern,Mel Gibson,Braveheart
Jürgen Prochnow,Wolfgang Petersen,The Boat
Herbert Grönemeyer,Wolfgang Petersen,The Boat
Klaus Wennemann,Wolfgang Petersen,The Boat
Hubertus Bengsch,Wolfgang Petersen,The Boat
Martin Semmelrogge,Wolfgang Petersen,The Boat
Bernd Tauber,Wolfgang Petersen,The Boat
Erwin Leder,Wolfgang Petersen,The Boat
Martin May,Wolfgang Petersen,The Boat
Heinz Hoenig,Wolfgang Petersen,The Boat
Uwe Ochsenknecht,Wolfgang Petersen,The Boat
Claude-Oliver Rudolph,Wolfgang Petersen,The Boat
Jan Fedder,Wolfgang Petersen,The Boat
Ralf Richter,Wolfgang Petersen,The Boat
Joachim Bernhard,Wolfgang Petersen,The Boat
Oliver Stritzel,Wolfgang Petersen,The Boat
Konrad Becker,Wolfgang Petersen,The Boat
Lutz Schnell,Wolfgang Petersen,The Boat
Martin Hemme,Wolfgang Petersen,The Boat
Martin Hemme,Wolfgang Petersen,The Boat
Robert Downey Jr.,Anthony Russo,Avengers: Endgame
Chris Evans,Anthony Russo,Avengers: Endgame
Mark Ruffalo,Anthony Russo,Avengers: Endgame
Chris Hemsworth,Anthony Russo,Avengers: Endgame
Scarlett Johansson,Anthony Russo,Avengers: Endgame
Jeremy Renner,Anthony Russo,Avengers: Endgame
Don Cheadle,Anthony Russo,Avengers: Endgame
Paul Rudd,Anthony Russo,Avengers: Endgame
Benedict Cumberbatch,Anthony Russo,Avengers: Endgame
Chadwick Boseman,Anthony Russo,Avengers: Endgame
Brie Larson,Anthony Russo,Avengers: Endgame
Tom Holland,Anthony Russo,Avengers: Endgame
Karen Gillan,Anthony Russo,Avengers: Endgame
Zoe Saldana,Anthony Russo,Avengers: Endgame
Evangeline Lilly,Anthony Russo,Avengers: Endgame
Tessa Thompson,Anthony Russo,Avengers: Endgame
Rene Russo,Anthony Russo,Avengers: Endgame
Elizabeth Olsen,Anthony Russo,Avengers: Endgame
Elizabeth Olsen,Anthony Russo,Avengers: Endgame
Yôji Matsuda,Hayao Miyazaki,Princess Mononoke
Yuriko Ishida,Hayao Miyazaki,Princess Mononoke
Yûko Tanaka,Hayao Miyazaki,Princess Mononoke
Billy Crudup,Hayao Miyazaki,Princess Mononoke
Billy Bob Thornton,Hayao Miyazaki,Princess Mononoke
Minnie Driver,Hayao Miyazaki,Princess Mononoke
John DiMaggio,Hayao Miyazaki,Princess Mononoke
Claire Danes,Hayao Miyazaki,Princess Mononoke
John DeMita,Hayao Miyazaki,Princess Mononoke
Jada Pinkett Smith,Hayao Miyazaki,Princess Mononoke
Gillian Anderson,Hayao Miyazaki,Princess Mononoke
Keith David,Hayao Miyazaki,Princess Mononoke
Corey Burton,Hayao Miyazaki,Princess Mononoke
Tara Strong,Hayao Miyazaki,Princess Mononoke
Julia Fletcher,Hayao Miyazaki,Princess Mononoke
Debi Derryberry,Hayao Miyazaki,Princess Mononoke
Alex Fernandez,Hayao Miyazaki,Princess Mononoke
Jack Fletcher,Hayao Miyazaki,Princess Mononoke
Jack Fletcher,Hayao Miyazaki,Princess Mononoke
Robert De Niro,Sergio Leone,Once Upon a Time in America
James Woods,Sergio Leone,Once Upon a Time in America
Elizabeth McGovern,Sergio Leone,Once Upon a Time in America
Treat Williams,Sergio Leone,Once Upon a Time in America
Tuesday Weld,Sergio Leone,Once Upon a Time in America
Burt Young,Sergio Leone,Once Upon a Time in America
Joe Pesci,Sergio Leone,Once Upon a Time in America
Danny Aiello,Sergio Leone,Once Upon a Time in America
William Forsythe,Sergio Leone,Once Upon a Time in America
James Hayden,Sergio Leone,Once Upon a Time in America
Darlanne Fluegel,Sergio Leone,Once Upon a Time in America
Larry Rapp,Sergio Leone,Once Upon a Time in America
Dutch Miller,Sergio Leone,Once Upon a Time in America
Robert Harper,Sergio Leone,Once Upon a Time in America
Richard Bright,Sergio Leone,Once Upon a Time in America
Gerard Murphy,Sergio Leone,Once Upon a Time in America
Amy Ryder,Sergio Leone,Once Upon a Time in America
Olga Karlatos,Sergio Leone,Once Upon a Time in America
Olga Karlatos,Sergio Leone,Once Upon a Time in America
Robin Williams,Gus Van Sant,Good Will Hunting
Matt Damon,Gus Van Sant,Good Will Hunting
Ben Affleck,Gus Van Sant,Good Will Hunting
Stellan Skarsgård,Gus Van Sant,Good Will Hunting
John Mighton,Gus Van Sant,Good Will Hunting
Rachel Majorowski,Gus Van Sant,Good Will Hunting
Colleen McCauley,Gus Van Sant,Good Will Hunting
Casey Affleck,Gus Van Sant,Good Will Hunting
Cole Hauser,Gus Van Sant,Good Will Hunting
Matt Mercier,Gus Van Sant,Good Will Hunting
Ralph St. George,Gus Van Sant,Good Will Hunting
Rob Lynds,Gus Van Sant,Good Will Hunting
Dan Washington,Gus Van Sant,Good Will Hunting
Alison Folland,Gus Van Sant,Good Will Hunting
Derrick Bridgeman,Gus Van Sant,Good Will Hunting
Vik Sahay,Gus Van Sant,Good Will Hunting
Shannon Egleson,Gus Van Sant,Good Will Hunting
Rob Lyons,Gus Van Sant,Good Will Hunting
Rob Lyons,Gus Van Sant,Good Will Hunting
Ryûnosuke Kamiki,Makoto Shinkai,Your Name.
Mone Kamishiraishi,Makoto Shinkai,Your Name.
Ryô Narita,Makoto Shinkai,Your Name.
Aoi Yûki,Makoto Shinkai,Your Name.
Nobunaga Shimazaki,Makoto Shinkai,Your Name.
Kaito Ishikawa,Makoto Shinkai,Your Name.
Kanon Tani,Makoto Shinkai,Your Name.
Masaki Terasoma,Makoto Shinkai,Your Name.
Sayaka Ôhara,Makoto Shinkai,Your Name.
Kazuhiko Inoue,Makoto Shinkai,Your Name.
Chafûrin,Makoto Shinkai,Your Name.
Kana Hanazawa,Makoto Shinkai,Your Name.
Yuka Terasaki,Makoto Shinkai,Your Name.
Takashi Onozuka,Makoto Shinkai,Your Name.
Yôhei Namekawa,Makoto Shinkai,Your Name.
Miyu Tsuji,Makoto Shinkai,Your Name.
Shin'ya Hamazoe,Makoto Shinkai,Your Name.
Kanami Satô,Makoto Shinkai,Your Name.
Kanami Satô,Makoto Shinkai,Your Name.
Aamir Khan,Rajkumar Hirani,3 Idiots
Madhavan,Rajkumar Hirani,3 Idiots
Mona Singh,Rajkumar Hirani,3 Idiots
Sharman Joshi,Rajkumar Hirani,3 Idiots
Kareena Kapoor,Rajkumar Hirani,3 Idiots
Boman Irani,Rajkumar Hirani,3 Idiots
Omi Vaidya,Rajkumar Hirani,3 Idiots
Olivier Lafont,Rajkumar Hirani,3 Idiots
Rahul Kumar,Rajkumar Hirani,3 Idiots
Parikshit Sahni,Rajkumar Hirani,3 Idiots
Farida Dadi,Rajkumar Hirani,3 Idiots
Amardeep Jha,Rajkumar Hirani,3 Idiots
Mukund Bhatt,Rajkumar Hirani,3 Idiots
Chaitali Bose,Rajkumar Hirani,3 Idiots
Jaaved Jaaferi,Rajkumar Hirani,3 Idiots
Jayant Kripalani,Rajkumar Hirani,3 Idiots
Arun Bali,Rajkumar Hirani,3 Idiots
Shoaib Ahmed,Rajkumar Hirani,3 Idiots
Shoaib Ahmed,Rajkumar Hirani,3 Idiots
Gene Kelly,Stanley Donen,Singin' in the Rain
Donald O'Connor,Stanley Donen,Singin' in the Rain
Debbie Reynolds,Stanley Donen,Singin' in the Rain
Jean Hagen,Stanley Donen,Singin' in the Rain
Millard Mitchell,Stanley Donen,Singin' in the Rain
Cyd Charisse,Stanley Donen,Singin' in the Rain
Douglas Fowley,Stanley Donen,Singin' in the Rain
Rita Moreno,Stanley Donen,Singin' in the Rain
Dawn Addams,Stanley Donen,Singin' in the Rain
John Albright,Stanley Donen,Singin' in the Rain
Betty Allen,Stanley Donen,Singin' in the Rain
Sue Allen,Stanley Donen,Singin' in the Rain
John Angelo,Stanley Donen,Singin' in the Rain
Marie Ardell,Stanley Donen,Singin' in the Rain
