actors,director,movie_name
Bette Arlen,Stanley Donen,Singin' in the Rain
David Bair,Stanley Donen,Singin' in the Rain
Lynn Bari,Stanley Donen,Singin' in the Rain
Jimmy Bates,Stanley Donen,Singin' in the Rain
Jimmy Bates,Stanley Donen,Singin' in the Rain
Ellen Burstyn,Darren Aronofsky,Requiem for a Dream
Jared Leto,Darren Aronofsky,Requiem for a Dream
Jennifer Connelly,Darren Aronofsky,Requiem for a Dream
Marlon Wayans,Darren Aronofsky,Requiem for a Dream
Christopher McDonald,Darren Aronofsky,Requiem for a Dream
Louise Lasser,Darren Aronofsky,Requiem for a Dream
Marcia Jean Kurtz,Darren Aronofsky,Requiem for a Dream
Janet Sarno,Darren Aronofsky,Requiem for a Dream
Suzanne Shepherd,Darren Aronofsky,Requiem for a Dream
Joanne Gordon,Darren Aronofsky,Requiem for a Dream
Charlotte Aronofsky,Darren Aronofsky,Requiem for a Dream
Mark Margolis,Darren Aronofsky,Requiem for a Dream
Michael Kaycheck,Darren Aronofsky,Requiem for a Dream
Jack O'Connell,Darren Aronofsky,Requiem for a Dream
Chas Mastin,Darren Aronofsky,Requiem for a Dream
Ajay Naidu,Darren Aronofsky,Requiem for a Dream
Sean Gullette,Darren Aronofsky,Requiem for a Dream
Samia Shoaib,Darren Aronofsky,Requiem for a Dream
Samia Shoaib,Darren Aronofsky,Requiem for a Dream
Tom Hanks,Lee Unkrich,Toy Story 3
Tim Allen,Lee Unkrich,Toy Story 3
Joan Cusack,Lee Unkrich,Toy Story 3
Ned Beatty,Lee Unkrich,Toy Story 3
Don Rickles,Lee Unkrich,Toy Story 3
Michael Keaton,Lee Unkrich,Toy Story 3
Wallace Shawn,Lee Unkrich,Toy Story 3
John Ratzenberger,Lee Unkrich,Toy Story 3
Estelle Harris,Lee Unkrich,Toy Story 3
John Morris,Lee Unkrich,Toy Story 3
Jodi Benson,Lee Unkrich,Toy Story 3
Emily Ricks Hahn,Lee Unkrich,Toy Story 3
Laurie Metcalf,Lee Unkrich,Toy Story 3
Blake Clark,Lee Unkrich,Toy Story 3
Teddy Newton,Lee Unkrich,Toy Story 3
Bud Luckey,Lee Unkrich,Toy Story 3
Bea Miller,Lee Unkrich,Toy Story 3
Javier Fernández-Peña,Lee Unkrich,Toy Story 3
Javier Fernández-Peña,Lee Unkrich,Toy Story 3
Toshirô Mifune,Akira Kurosawa,High and Low
Yutaka Sada,Akira Kurosawa,High and Low
Tatsuya Nakadai,Akira Kurosawa,High and Low
Kyôko Kagawa,Akira Kurosawa,High and Low
Tatsuya Mihashi,Akira Kurosawa,High and Low
Isao Kimura,Akira Kurosawa,High and Low
Kenjirô Ishiyama,Akira Kurosawa,High and Low
Takeshi Katô,Akira Kurosawa,High and Low
Takashi Shimura,Akira Kurosawa,High and Low
Jun Tazaki,Akira Kurosawa,High and Low
Nobuo Nakamura,Akira Kurosawa,High and Low
Yûnosuke Itô,Akira Kurosawa,High and Low
Tsutomu Yamazaki,Akira Kurosawa,High and Low
Minoru Chiaki,Akira Kurosawa,High and Low
Eijirô Tôno,Akira Kurosawa,High and Low
Masao Shimizu,Akira Kurosawa,High and Low
Masahiko Shimazu,Akira Kurosawa,High and Low
Toshio Egi,Akira Kurosawa,High and Low
Toshio Egi,Akira Kurosawa,High and Low
Zain Al Rafeea,Nadine Labaki,Capernaum
Yordanos Shiferaw,Nadine Labaki,Capernaum
Boluwatife Treasure Bankole,Nadine Labaki,Capernaum
Kawsar Al Haddad,Nadine Labaki,Capernaum
Fadi Yousef,Nadine Labaki,Capernaum
Cedra Izzam,Nadine Labaki,Capernaum
Alaa Chouchnieh,Nadine Labaki,Capernaum
Elias Khoury,Nadine Labaki,Capernaum
Mohammad Al Abdallah,Nadine Labaki,Capernaum
Mohamad Abdellatif,Nadine Labaki,Capernaum
Abdo Abdo,Nadine Labaki,Capernaum
Hampig Abraham,Nadine Labaki,Capernaum
Jamil Ahmad,Nadine Labaki,Capernaum
Mohamad Akkar,Nadine Labaki,Capernaum
Elias Akobegia,Nadine Labaki,Capernaum
Riman Al Rafeea,Nadine Labaki,Capernaum
Legamett Alamou,Nadine Labaki,Capernaum
Majd Nabil Alhalabi,Nadine Labaki,Capernaum
Majd Nabil Alhalabi,Nadine Labaki,Capernaum
Mark Hamill,Richard Marquand,Star Wars: Episode VI - Return of the Jedi
Harrison Ford,Richard Marquand,Star Wars: Episode VI - Return of the Jedi
Carrie Fisher,Richard Marquand,Star Wars: Episode VI - Return of the Jedi
Billy Dee Williams,Richard Marquand,Star Wars: Episode VI - Return of the Jedi
Anthony Daniels,Richard Marquand,Star Wars: Episode VI - Return of the Jedi
Peter Mayhew,Richard Marquand,Star Wars: Episode VI - Return of the Jedi
Sebastian Shaw,Richard Marquand,Star Wars: Episode VI - Return of the Jedi
Ian McDiarmid,Richard Marquand,Star Wars: Episode VI - Return of the Jedi
Frank Oz,Richard Marquand,Star Wars: Episode VI - Return of the Jedi
James Earl Jones,Richard Marquand,Star Wars: Episode VI - Return of the Jedi
David Prowse,Richard Marquand,Star Wars: Episode VI - Return of the Jedi
Alec Guinness,Richard Marquand,Star Wars: Episode VI - Return of the Jedi
Kenny Baker,Richard Marquand,Star Wars: Episode VI - Return of the Jedi
Michael Pennington,Richard Marquand,Star Wars: Episode VI - Return of the Jedi
Kenneth Colley,Richard Marquand,Star Wars: Episode VI - Return of the Jedi
Michael Carter,Richard Marquand,Star Wars: Episode VI - Return of the Jedi
Denis Lawson,Richard Marquand,Star Wars: Episode VI - Return of the Jedi
Tim Rose,Richard Marquand,Star Wars: Episode VI - Return of the Jedi
Tim Rose,Richard Marquand,Star Wars: Episode VI - Return of the Jedi
Jim Carrey,Michel Gondry,Eternal Sunshine of the Spotless Mind
Kate Winslet,Michel Gondry,Eternal Sunshine of the Spotless Mind
Tom Wilkinson,Michel Gondry,Eternal Sunshine of the Spotless Mind
Gerry Robert Byrne,Michel Gondry,Eternal Sunshine of the Spotless Mind
Elijah Wood,Michel Gondry,Eternal Sunshine of the Spotless Mind
Thomas Jay Ryan,Michel Gondry,Eternal Sunshine of the Spotless Mind
Mark Ruffalo,Michel Gondry,Eternal Sunshine of the Spotless Mind
Jane Adams,Michel Gondry,Eternal Sunshine of the Spotless Mind
David Cross,Michel Gondry,Eternal Sunshine of the Spotless Mind
Kirsten Dunst,Michel Gondry,Eternal Sunshine of the Spotless Mind
Ryan Whitney,Michel Gondry,Eternal Sunshine of the Spotless Mind
Debbon Ayer,Michel Gondry,Eternal Sunshine of the Spotless Mind
Amir Ali Said,Michel Gondry,Eternal Sunshine of the Spotless Mind
Brian Price,Michel Gondry,Eternal Sunshine of the Spotless Mind
Paulie Litt,Michel Gondry,Eternal Sunshine of the Spotless Mind
Josh Flitter,Michel Gondry,Eternal Sunshine of the Spotless Mind
Lola Daehler,Michel Gondry,Eternal Sunshine of the Spotless Mind
Deirdre O'Connell,Michel Gondry,Eternal Sunshine of the Spotless Mind
Deirdre O'Connell,Michel Gondry,Eternal Sunshine of the Spotless Mind
Keir Dullea,Stanley Kubrick,2001: A Space Odyssey
Gary Lockwood,Stanley Kubrick,2001: A Space Odyssey
William Sylvester,Stanley Kubrick,2001: A Space Odyssey
Daniel Richter,Stanley Kubrick,2001: A Space Odyssey
Leonard Rossiter,Stanley Kubrick,2001: A Space Odyssey
Margaret Tyzack,Stanley Kubrick,2001: A Space Odyssey
Robert Beatty,Stanley Kubrick,2001: A Space Odyssey
Sean Sullivan,Stanley Kubrick,2001: A Space Odyssey
Douglas Rain,Stanley Kubrick,2001: A Space Odyssey
Frank Miller,Stanley Kubrick,2001: A Space Odyssey
Bill Weston,Stanley Kubrick,2001: A Space Odyssey
Ed Bishop,Stanley Kubrick,2001: A Space Odyssey
Glenn Beck,Stanley Kubrick,2001: A Space Odyssey
Alan Gifford,Stanley Kubrick,2001: A Space Odyssey
Ann Gillis,Stanley Kubrick,2001: A Space Odyssey
Edwina Carroll,Stanley Kubrick,2001: A Space Odyssey
Penny Brahms,Stanley Kubrick,2001: A Space Odyssey
Heather Downham,Stanley Kubrick,2001: A Space Odyssey
Heather Downham,Stanley Kubrick,2001: A Space Odyssey
Harvey Keitel,Quentin Tarantino,Reservoir Dogs
Tim Roth,Quentin Tarantino,Reservoir Dogs
Michael Madsen,Quentin Tarantino,Reservoir Dogs
Chris Penn,Quentin Tarantino,Reservoir Dogs
Steve Buscemi,Quentin Tarantino,Reservoir Dogs
Lawrence Tierney,Quentin Tarantino,Reservoir Dogs
Randy Brooks,Quentin Tarantino,Reservoir Dogs
Kirk Baltz,Quentin Tarantino,Reservoir Dogs
Edward Bunker,Quentin Tarantino,Reservoir Dogs
Quentin Tarantino,Quentin Tarantino,Reservoir Dogs
Rich Turner,Quentin Tarantino,Reservoir Dogs
David Steen,Quentin Tarantino,Reservoir Dogs
Tony Cosmo,Quentin Tarantino,Reservoir Dogs
Stevo Polyi,Quentin Tarantino,Reservoir Dogs
Michael Sottile,Quentin Tarantino,Reservoir Dogs
Robert Ruth,Quentin Tarantino,Reservoir Dogs
Lawrence Bender,Quentin Tarantino,Reservoir Dogs
Linda Kaye,Quentin Tarantino,Reservoir Dogs
Linda Kaye,Quentin Tarantino,Reservoir Dogs
Aleksey Kravchenko,Elem Klimov,Come and See
Olga Mironova,Elem Klimov,Come and See
Liubomiras Laucevicius,Elem Klimov,Come and See
Vladas Bagdonas,Elem Klimov,Come and See
Jüri Lumiste,Elem Klimov,Come and See
Viktors Lorencs,Elem Klimov,Come and See
Kazimir Rabetsky,Elem Klimov,Come and See
Evgeniy Tilicheev,Elem Klimov,Come and See
G. Velts,Elem Klimov,Come and See
V. Vasilyev,Elem Klimov,Come and See
Aleksandr Berda,Elem Klimov,Come and See
Vasiliy Domrachyov,Elem Klimov,Come and See
Nina Evdokimova,Elem Klimov,Come and See
Igor Gnevashev,Elem Klimov,Come and See
Adolf Hitler,Elem Klimov,Come and See
Valery Kravchenko,Elem Klimov,Come and See
Evgeniy Kryzhanovskiy,Elem Klimov,Come and See
N. Lisichenok,Elem Klimov,Come and See
N. Lisichenok,Elem Klimov,Come and See
Mads Mikkelsen,Thomas Vinterberg,The Hunt
Thomas Bo Larsen,Thomas Vinterberg,The Hunt
Annika Wedderkopp,Thomas Vinterberg,The Hunt
Lasse Fogelstrøm,Thomas Vinterberg,The Hunt
Susse Wold,Thomas Vinterberg,The Hunt
Anne Louise Hassing,Thomas Vinterberg,The Hunt
Lars Ranthe,Thomas Vinterberg,The Hunt
Alexandra Rapaport,Thomas Vinterberg,The Hunt
Sebastian Bull,Thomas Vinterberg,The Hunt
Steen Ordell Guldbrand Jensen,Thomas Vinterberg,The Hunt
Daniel Engstrup,Thomas Vinterberg,The Hunt
Troels Thorsen,Thomas Vinterberg,The Hunt
Søren Rønholt,Thomas Vinterberg,The Hunt
Hana Shuan,Thomas Vinterberg,The Hunt
Jytte Kvinesdal,Thomas Vinterberg,The Hunt
Josefine Gråbøl,Thomas Vinterberg,The Hunt
Bjarne Henriksen,Thomas Vinterberg,The Hunt
Nicolai Dahl Hamilton,Thomas Vinterberg,The Hunt
Nicolai Dahl Hamilton,Thomas Vinterberg,The Hunt
Orson Welles,Orson Welles,Citizen Kane
Joseph Cotten,Orson Welles,Citizen Kane
Dorothy Comingore,Orson Welles,Citizen Kane
Agnes Moorehead,Orson Welles,Citizen Kane
Ruth Warrick,Orson Welles,Citizen Kane
Ray Collins,Orson Welles,Citizen Kane
Erskine Sanford,Orson Welles,Citizen Kane
Everett Sloane,Orson Welles,Citizen Kane
William Alland,Orson Welles,Citizen Kane
Paul Stewart,Orson Welles,Citizen Kane
George Coulouris,Orson Welles,Citizen Kane
Fortunio Bonanova,Orson Welles,Citizen Kane
Gus Schilling,Orson Welles,Citizen Kane
Philip Van Zandt,Orson Welles,Citizen Kane
Georgia Backus,Orson Welles,Citizen Kane
Harry Shannon,Orson Welles,Citizen Kane
Sonny Bupp,Orson Welles,Citizen Kane
Buddy Swan,Orson Welles,Citizen Kane
Buddy Swan,Orson Welles,Citizen Kane
Peter O'Toole,David Lean,Lawrence of Arabia
Alec Guinness,David Lean,Lawrence of Arabia
Anthony Quinn,David Lean,Lawrence of Arabia
Jack Hawkins,David Lean,Lawrence of Arabia
Omar Sharif,David Lean,Lawrence of Arabia
José Ferrer,David Lean,Lawrence of Arabia
Anthony Quayle,David Lean,Lawrence of Arabia
Claude Rains,David Lean,Lawrence of Arabia
Arthur Kennedy,David Lean,Lawrence of Arabia
Donald Wolfit,David Lean,Lawrence of Arabia
I.S. Johar,David Lean,Lawrence of Arabia
Gamil Ratib,David Lean,Lawrence of Arabia
Michel Ray,David Lean,Lawrence of Arabia
John Dimech,David Lean,Lawrence of Arabia
Zia Mohyeddin,David Lean,Lawrence of Arabia
Howard Marion-Crawford,David Lean,Lawrence of Arabia
Jack Gwillim,David Lean,Lawrence of Arabia
Hugh Miller,David Lean,Lawrence of Arabia
Hugh Miller,David Lean,Lawrence of Arabia
Peter Lorre,Fritz Lang,M
Ellen Widmann,Fritz Lang,M
Inge Landgut,Fritz Lang,M
Otto Wernicke,Fritz Lang,M
Theodor Loos,Fritz Lang,M
Gustaf Gründgens,Fritz Lang,M
Friedrich Gnaß,Fritz Lang,M
Fritz Odemar,Fritz Lang,M
Paul Kemp,Fritz Lang,M
Theo Lingen,Fritz Lang,M
Rudolf Blümner,Fritz Lang,M
Georg John,Fritz Lang,M
Franz Stein,Fritz Lang,M
Ernst Stahl-Nachbaur,Fritz Lang,M
Gerhard Bienert,Fritz Lang,M
Karl Platen,Fritz Lang,M
Rosa Valetti,Fritz Lang,M
Hertha von Walther,Fritz Lang,M
Hertha von Walther,Fritz Lang,M
Cary Grant,Alfred Hitchcock,North by Northwest
Eva Marie Saint,Alfred Hitchcock,North by Northwest
James Mason,Alfred Hitchcock,North by Northwest
Jessie Royce Landis,Alfred Hitchcock,North by Northwest
Leo G. Carroll,Alfred Hitchcock,North by Northwest
Josephine Hutchinson,Alfred Hitchcock,North by Northwest
Philip Ober,Alfred Hitchcock,North by Northwest
Martin Landau,Alfred Hitchcock,North by Northwest
Adam Williams,Alfred Hitchcock,North by Northwest
Edward Platt,Alfred Hitchcock,North by Northwest
Robert Ellenstein,Alfred Hitchcock,North by Northwest
Les Tremayne,Alfred Hitchcock,North by Northwest
Philip Coolidge,Alfred Hitchcock,North by Northwest
Patrick McVey,Alfred Hitchcock,North by Northwest
Edward Binns,Alfred Hitchcock,North by Northwest
Ken Lynch,Alfred Hitchcock,North by Northwest
Stanley Adams,Alfred Hitchcock,North by Northwest
John Alban,Alfred Hitchcock,North by Northwest
John Alban,Alfred Hitchcock,North by Northwest
James Stewart,Alfred Hitchcock,Vertigo
Kim Novak,Alfred Hitchcock,Vertigo
Barbara Bel Geddes,Alfred Hitchcock,Vertigo
Tom Helmore,Alfred Hitchcock,Vertigo
Henry Jones,Alfred Hitchcock,Vertigo
Raymond Bailey,Alfred Hitchcock,Vertigo
Ellen Corby,Alfred Hitchcock,Vertigo
Konstantin Shayne,Alfred Hitchcock,Vertigo
Lee Patrick,Alfred Hitchcock,Vertigo
David Ahdar,Alfred Hitchcock,Vertigo
Isabel Analla,Alfred Hitchcock,Vertigo
Jack Ano,Alfred Hitchcock,Vertigo
Margaret Bacon,Alfred Hitchcock,Vertigo
John Benson,Alfred Hitchcock,Vertigo
Danny Borzage,Alfred Hitchcock,Vertigo
Margaret Brayton,Alfred Hitchcock,Vertigo
Paul Bryar,Alfred Hitchcock,Vertigo
Boyd Cabeen,Alfred Hitchcock,Vertigo
Boyd Cabeen,Alfred Hitchcock,Vertigo
Tom Cruise,Joseph Kosinski,Top Gun: Maverick
Jennifer Connelly,Joseph Kosinski,Top Gun: Maverick
Miles Teller,Joseph Kosinski,Top Gun: Maverick
Val Kilmer,Joseph Kosinski,Top Gun: Maverick
Bashir Salahuddin,Joseph Kosinski,Top Gun: Maverick
Jon Hamm,Joseph Kosinski,Top Gun: Maverick
Charles Parnell,Joseph Kosinski,Top Gun: Maverick
Monica Barbaro,Joseph Kosinski,Top Gun: Maverick
Lewis Pullman,Joseph Kosinski,Top Gun: Maverick
Jay Ellis,Joseph Kosinski,Top Gun: Maverick
Danny Ramirez,Joseph Kosinski,Top Gun: Maverick
Glen Powell,Joseph Kosinski,Top Gun: Maverick
Jack Schumacher,Joseph Kosinski,Top Gun: Maverick
Manny Jacinto,Joseph Kosinski,Top Gun: Maverick
Kara Wang,Joseph Kosinski,Top Gun: Maverick
Greg Tarzan Davis,Joseph Kosinski,Top Gun: Maverick
Jake Picking,Joseph Kosinski,Top Gun: Maverick
Raymond Lee,Joseph Kosinski,Top Gun: Maverick
Raymond Lee,Joseph Kosinski,Top Gun: Maverick
Audrey Tautou,Jean-Pierre Jeunet,Amélie
Mathieu Kassovitz,Jean-Pierre Jeunet,Amélie
Rufus,Jean-Pierre Jeunet,Amélie
Lorella Cravotta,Jean-Pierre Jeunet,Amélie
Serge Merlin,Jean-Pierre Jeunet,Amélie
Jamel Debbouze,Jean-Pierre Jeunet,Amélie
Clotilde Mollet,Jean-Pierre Jeunet,Amélie
Claire Maurier,Jean-Pierre Jeunet,Amélie
Isabelle Nanty,Jean-Pierre Jeunet,Amélie
Dominique Pinon,Jean-Pierre Jeunet,Amélie
Artus de Penguern,Jean-Pierre Jeunet,Amélie
Yolande Moreau,Jean-Pierre Jeunet,Amélie
Urbain Cancelier,Jean-Pierre Jeunet,Amélie
Maurice Bénichou,Jean-Pierre Jeunet,Amélie
Michel Robin,Jean-Pierre Jeunet,Amélie
Andrée Damant,Jean-Pierre Jeunet,Amélie
Claude Perron,Jean-Pierre Jeunet,Amélie
Armelle,Jean-Pierre Jeunet,Amélie
Armelle,Jean-Pierre Jeunet,Amélie
Jack Lemmon,Billy Wilder,The Apartment
Shirley MacLaine,Billy Wilder,The Apartment
Fred MacMurray,Billy Wilder,The Apartment
Ray Walston,Billy Wilder,The Apartment
Jack Kruschen,Billy Wilder,The Apartment
David Lewis,Billy Wilder,The Apartment
Hope Holiday,Billy Wilder,The Apartment
Joan Shawlee,Billy Wilder,The Apartment
Naomi Stevens,Billy Wilder,The Apartment
Johnny Seven,Billy Wilder,The Apartment
Joyce Jameson,Billy Wilder,The Apartment
Willard Waterman,Billy Wilder,The Apartment
David White,Billy Wilder,The Apartment
Edie Adams,Billy Wilder,The Apartment
Dorothy Abbott,Billy Wilder,The Apartment
Bill Baldwin,Billy Wilder,The Apartment
Paul Bradley,Billy Wilder,The Apartment
Benny Burt,Billy Wilder,The Apartment
Benny Burt,Billy Wilder,The Apartment
Takashi Shimura,Akira Kurosawa,Ikiru
Nobuo Kaneko,Akira Kurosawa,Ikiru
Shin'ichi Himori,Akira Kurosawa,Ikiru
Haruo Tanaka,Akira Kurosawa,Ikiru
Minoru Chiaki,Akira Kurosawa,Ikiru
Miki Odagiri,Akira Kurosawa,Ikiru
Bokuzen Hidari,Akira Kurosawa,Ikiru
Minosuke Yamada,Akira Kurosawa,Ikiru
Kamatari Fujiwara,Akira Kurosawa,Ikiru
Makoto Kobori,Akira Kurosawa,Ikiru
Nobuo Nakamura,Akira Kurosawa,Ikiru
Atsushi Watanabe,Akira Kurosawa,Ikiru
Isao Kimura,Akira Kurosawa,Ikiru
Masao Shimizu,Akira Kurosawa,Ikiru
Yûnosuke Itô,Akira Kurosawa,Ikiru
Kumeko Urabe,Akira Kurosawa,Ikiru
Eiko Miyoshi,Akira Kurosawa,Ikiru
Noriko Honma,Akira Kurosawa,Ikiru
Noriko Honma,Akira Kurosawa,Ikiru
Malcolm McDowell,Stanley Kubrick,A Clockwork Orange
Patrick Magee,Stanley Kubrick,A Clockwork Orange
Michael Bates,Stanley Kubrick,A Clockwork Orange
Warren Clarke,Stanley Kubrick,A Clockwork Orange
John Clive,Stanley Kubrick,A Clockwork Orange
Adrienne Corri,Stanley Kubrick,A Clockwork Orange
Carl Duering,Stanley Kubrick,A Clockwork Orange
Paul Farrell,Stanley Kubrick,A Clockwork Orange
Clive Francis,Stanley Kubrick,A Clockwork Orange
Michael Gover,Stanley Kubrick,A Clockwork Orange
Miriam Karlin,Stanley Kubrick,A Clockwork Orange
James Marcus,Stanley Kubrick,A Clockwork Orange
Aubrey Morris,Stanley Kubrick,A Clockwork Orange
Godfrey Quigley,Stanley Kubrick,A Clockwork Orange
Sheila Raynor,Stanley Kubrick,A Clockwork Orange
Madge Ryan,Stanley Kubrick,A Clockwork Orange
John Savident,Stanley Kubrick,A Clockwork Orange
Anthony Sharp,Stanley Kubrick,A Clockwork Orange
Anthony Sharp,Stanley Kubrick,A Clockwork Orange
Fred MacMurray,Billy Wilder,Double Indemnity
Barbara Stanwyck,Billy Wilder,Double Indemnity
Edward G. Robinson,Billy Wilder,Double Indemnity
Byron Barr,Billy Wilder,Double Indemnity
Porter Hall,Billy Wilder,Double Indemnity
Jean Heather,Billy Wilder,Double Indemnity
Tom Powers,Billy Wilder,Double Indemnity
Richard Gaines,Billy Wilder,Double Indemnity
Fortunio Bonanova,Billy Wilder,Double Indemnity
John Philliber,Billy Wilder,Double Indemnity
Lev Abramov,Billy Wilder,Double Indemnity
James Adamson,Billy Wilder,Double Indemnity
John Berry,Billy Wilder,Double Indemnity
Raymond Chandler,Billy Wilder,Double Indemnity
Edmund Cobb,Billy Wilder,Double Indemnity
Kernan Cripps,Billy Wilder,Double Indemnity
Betty Farrington,Billy Wilder,Double Indemnity
Bess Flowers,Billy Wilder,Double Indemnity
Bess Flowers,Billy Wilder,Double Indemnity
Matthew Modine,Stanley Kubrick,Full Metal Jacket
R. Lee Ermey,Stanley Kubrick,Full Metal Jacket
Vincent D'Onofrio,Stanley Kubrick,Full Metal Jacket
Adam Baldwin,Stanley Kubrick,Full Metal Jacket
Dorian Harewood,Stanley Kubrick,Full Metal Jacket
Kevyn Major Howard,Stanley Kubrick,Full Metal Jacket
Arliss Howard,Stanley Kubrick,Full Metal Jacket
Ed O'Ross,Stanley Kubrick,Full Metal Jacket
John Terry,Stanley Kubrick,Full Metal Jacket
Kieron Jecchinis,Stanley Kubrick,Full Metal Jacket
Kirk Taylor,Stanley Kubrick,Full Metal Jacket
Tim Colceri,Stanley Kubrick,Full Metal Jacket
Jon Stafford,Stanley Kubrick,Full Metal Jacket
Bruce Boa,Stanley Kubrick,Full Metal Jacket
Ian Tyler,Stanley Kubrick,Full Metal Jacket
Sal Lopez,Stanley Kubrick,Full Metal Jacket
Gary Landon Mills,Stanley Kubrick,Full Metal Jacket
Papillon Soo,Stanley Kubrick,Full Metal Jacket
Papillon Soo,Stanley Kubrick,Full Metal Jacket
Al Pacino,Brian De Palma,Scarface
Michelle Pfeiffer,Brian De Palma,Scarface
Steven Bauer,Brian De Palma,Scarface
Mary Elizabeth Mastrantonio,Brian De Palma,Scarface
Robert Loggia,Brian De Palma,Scarface
Miriam Colon,Brian De Palma,Scarface
F. Murray Abraham,Brian De Palma,Scarface
Paul Shenar,Brian De Palma,Scarface
Harris Yulin,Brian De Palma,Scarface
Ángel Salazar,Brian De Palma,Scarface
Arnaldo Santana,Brian De Palma,Scarface
Pepe Serna,Brian De Palma,Scarface
